engine_id,cycle,RUL,anomaly,s2,s3,s4,s7,s11,s12,s15
1,29,163,0,641.91,1584.83,1400.99,554.25,47.24,522.41,8.4189
1,30,162,0,642.2,1593.52,1396.08,554.37,47.4,522.19,8.4065
1,31,161,0,642.02,1584.18,1396.9,554.13,47.41,521.95,8.4104
1,32,160,0,642.33,1591.38,1400.36,554.96,47.25,521.92,8.4148
1,33,159,0,642.71,1588.4,1402.43,554.61,47.28,521.91,8.3753
1,34,158,0,642.54,1581.47,1400.48,554.3,47.47,521.7,8.4349
1,35,157,0,642.44,1590.0,1403.0,554.3,47.31,521.75,8.443
1,36,156,0,642.54,1581.72,1405.54,554.53,47.25,522.32,8.4246
1,37,155,0,641.99,1579.11,1398.9,554.63,47.29,522.29,8.4142
1,38,154,0,641.93,1589.6,1399.5,554.7,47.27,522.42,8.4158
1,39,153,0,642.01,1583.21,1400.69,553.97,47.12,522.23,8.414
1,40,152,0,642.24,1582.08,1401.77,554.57,47.33,521.84,8.3784
1,41,151,0,642.4,1591.31,1403.21,553.72,47.09,522.07,8.437
1,42,150,0,642.12,1584.66,1401.38,553.94,47.49,522.23,8.4137
1,43,149,0,642.24,1591.52,1406.05,553.68,47.32,522.74,8.4068
1,44,148,0,641.93,1586.94,1401.2,554.15,47.45,522.3,8.4201
1,45,147,0,642.53,1582.42,1399.16,553.83,47.45,521.73,8.4099
1,46,146,0,642.43,1588.29,1401.27,553.76,47.2,522.02,8.3977
1,47,145,0,642.21,1580.32,1402.89,554.38,47.22,521.84,8.3973
1,48,144,0,641.89,1588.51,1399.16,554.02,47.4,521.91,8.4376
1,49,143,0,642.23,1584.35,1397.76,554.23,47.22,521.37,8.4151
1,50,142,0,642.77,1588.49,1403.62,553.92,47.47,522.33,8.4116
1,51,141,0,642.81,1585.54,1400.42,553.73,47.12,521.91,8.4504
1,52,140,0,642.76,1583.77,1395.57,553.04,47.07,522.1,8.4539
1,53,139,0,642.61,1579.82,1402.26,554.16,47.29,521.96,8.4418
1,54,138,0,642.42,1592.59,1401.2,553.95,47.38,522.44,8.4189
1,55,137,0,642.41,1584.95,1401.58,554.45,47.4,522.11,8.4071
1,56,136,0,642.49,1586.33,1400.76,553.98,47.26,522.48,8.4022
1,57,135,0,642.13,1583.67,1402.79,553.42,47.29,521.62,8.4263
1,58,134,0,641.9,1590.46,1397.99,554.14,47.26,522.21,8.4319
1,59,133,0,642.33,1596.72,1403.51,554.62,47.26,521.32,8.4476
1,60,132,0,642.34,1582.75,1403.07,554.0,47.41,522.49,8.3878
1,61,131,0,642.1,1583.55,1405.52,554.09,47.31,522.34,8.4264
1,62,130,0,642.17,1581.59,1399.54,554.45,47.28,522.19,8.4071
1,63,129,0,642.6,1592.14,1395.38,553.48,47.51,521.56,8.4357
1,64,128,0,642.23,1584.51,1400.11,553.88,47.45,521.82,8.4066
1,65,127,0,642.28,1584.72,1403.24,553.97,47.56,521.54,8.4406
1,66,126,0,642.5,1588.5,1399.52,554.0,47.14,521.76,8.3911
1,67,125,0,642.33,1590.22,1403.02,554.31,47.39,522.64,8.3925
1,68,124,0,642.51,1582.06,1404.42,554.04,47.36,521.72,8.4242
1,69,123,0,642.44,1590.7,1401.24,554.65,47.41,522.22,8.4292
1,70,122,0,642.22,1584.02,1402.78,554.01,47.41,521.93,8.4279
1,71,121,0,642.21,1580.41,1403.09,554.06,47.3,521.72,8.423
1,72,120,0,642.41,1579.25,1406.81,553.76,47.27,521.97,8.3951
1,73,119,0,642.29,1592.04,1397.93,553.88,47.29,522.04,8.404
1,74,118,0,642.96,1584.65,1401.48,554.03,47.58,522.25,8.4135
1,75,117,0,641.96,1582.32,1394.82,553.6,47.22,521.77,8.4621
1,76,116,0,642.21,1589.21,1398.94,553.66,47.44,521.58,8.3996
1,77,115,0,642.55,1586.3,1400.97,554.61,47.41,521.6,8.453
1,78,114,0,641.99,1580.76,1404.1,553.47,47.4,522.28,8.3793
1,79,113,0,642.12,1582.46,1403.93,553.77,47.35,521.85,8.4132
1,80,112,0,641.94,1591.96,1393.58,553.91,47.64,521.52,8.4235
1,81,111,0,642.73,1584.82,1402.04,553.88,47.43,521.66,8.4247
1,82,110,0,642.04,1589.07,1399.17,554.18,47.25,521.95,8.3986
1,83,109,0,642.66,1588.05,1406.38,553.49,47.22,521.93,8.4128
1,84,108,0,642.64,1585.52,1406.6,553.91,47.38,521.54,8.4139
1,85,107,0,642.28,1590.12,1405.96,554.4,47.36,522.3,8.4499
1,86,106,0,641.84,1588.8,1403.56,553.69,47.38,521.82,8.4173
1,87,105,0,642.33,1586.69,1413.1,554.1,47.34,521.43,8.4326
1,88,104,0,641.96,1581.29,1406.09,554.48,47.46,522.2,8.4586
1,89,103,0,642.24,1584.73,1402.22,553.91,47.46,521.55,8.4489
1,90,102,0,642.67,1584.38,1412.93,552.88,47.32,521.49,8.3961
1,91,101,0,641.98,1584.84,1404.76,553.54,47.32,521.55,8.3949
1,92,100,0,642.89,1590.03,1400.77,553.81,47.45,521.91,8.3982
1,93,99,0,642.85,1593.74,1408.48,554.07,47.46,521.43,8.421
1,94,98,0,642.45,1583.27,1404.94,553.86,47.48,521.61,8.4524
1,95,97,0,642.86,1577.6,1410.1,553.91,47.38,521.92,8.4575
1,96,96,0,642.19,1584.07,1395.16,553.34,47.39,521.66,8.4311
1,97,95,0,642.07,1595.77,1407.81,553.4,47.46,521.67,8.4105
1,98,94,0,642.0,1591.11,1404.56,552.75,47.37,522.31,8.4012
1,99,93,0,642.46,1592.73,1406.13,553.76,47.4,521.42,8.4481
1,100,92,0,642.22,1589.63,1411.35,554.22,47.64,521.55,8.4241
1,101,91,0,642.75,1584.18,1403.41,553.37,47.62,521.89,8.4353
1,102,90,0,642.85,1589.11,1403.42,553.42,47.49,521.38,8.4561
1,103,89,0,642.21,1581.27,1403.21,553.64,47.57,521.41,8.4263
1,104,88,0,642.29,1590.63,1406.25,553.66,47.34,522.38,8.4021
1,105,87,0,642.01,1588.28,1403.22,553.11,47.31,521.81,8.4326
1,106,86,0,642.68,1589.05,1404.45,553.6,47.44,521.51,8.4664
1,107,85,0,642.53,1595.13,1407.73,553.74,47.35,521.75,8.4241
1,108,84,0,643.49,1585.91,1399.47,554.43,47.61,521.52,8.4133
1,109,83,0,642.49,1586.45,1409.1,553.59,47.58,521.62,8.3757
1,110,82,0,642.55,1590.01,1401.27,554.08,47.55,522.01,8.4638
1,111,81,0,642.67,1584.38,1408.11,553.49,47.62,521.53,8.4447
1,112,80,0,642.66,1586.46,1401.84,553.19,47.22,521.9,8.4445
1,113,79,0,642.68,1590.85,1406.59,552.91,47.46,521.75,8.458
1,114,78,0,642.31,1588.42,1402.97,554.29,47.58,521.68,8.429
1,115,77,0,642.66,1594.84,1406.6,554.13,47.43,521.36,8.4345
1,116,76,0,642.64,1580.31,1401.99,554.4,47.43,521.6,8.4059
1,117,75,0,642.38,1589.77,1409.35,554.59,47.52,521.22,8.4256
1,118,74,0,642.34,1585.67,1409.34,554.25,47.55,521.31,8.4197
1,119,73,0,642.67,1596.8,1404.46,553.77,47.55,521.46,8.4194
1,120,72,0,642.81,1593.78,1407.68,553.66,47.6,521.34,8.4029
1,121,71,0,642.63,1593.56,1411.9,553.7,47.44,521.3,8.4263
1,122,70,0,643.3,1593.68,1413.97,553.43,47.6,520.92,8.4256
1,123,69,0,643.39,1586.66,1403.04,552.64,47.41,521.6,8.4396
1,124,68,0,642.48,1587.14,1402.28,552.26,47.55,521.4,8.4416
1,125,67,0,642.96,1585.47,1406.42,552.44,47.63,521.57,8.4079
1,126,66,0,642.49,1582.64,1418.5,553.72,47.49,521.35,8.4378
1,127,65,0,642.99,1586.9,1399.49,553.81,47.63,521.34,8.4626
1,128,64,0,642.47,1593.87,1407.06,552.74,47.62,521.96,8.4413
1,129,63,0,642.41,1591.33,1408.42,552.42,47.61,522.02,8.4681
1,130,62,0,642.7,1585.9,1412.25,552.66,47.46,521.49,8.3938
1,131,61,0,643.01,1585.78,1413.25,553.7,47.7,521.45,8.4328
1,132,60,0,643.19,1596.06,1405.76,553.16,47.56,521.64,8.4227
1,133,59,0,642.45,1592.64,1410.11,553.82,47.57,521.23,8.4604
1,134,58,0,642.85,1583.62,1402.67,553.2,47.75,521.52,8.4293
1,135,57,0,642.45,1585.55,1406.83,553.09,47.34,520.99,8.4242
1,136,56,0,642.84,1584.72,1404.39,554.18,47.43,521.54,8.4469
1,137,55,0,642.43,1594.69,1405.15,553.39,47.89,521.63,8.449
1,138,54,0,642.79,1589.82,1413.34,552.91,47.4,521.57,8.4208
1,139,53,0,643.11,1592.28,1412.6,553.25,47.67,521.03,8.4621
1,140,52,0,643.05,1590.89,1408.36,552.15,47.51,521.27,8.4397
1,141,51,0,642.39,1590.02,1415.25,553.45,47.49,521.06,8.4641
1,142,50,0,642.51,1595.29,1413.42,553.11,47.59,520.44,8.4291
1,143,49,0,642.77,1593.1,1404.21,553.62,47.52,520.98,8.4419
1,144,48,0,643.09,1591.89,1405.76,553.77,47.57,521.11,8.4601
1,145,47,0,642.95,1594.92,1409.63,553.03,47.54,521.13,8.4644
1,146,46,0,642.72,1586.75,1408.82,552.6,47.63,521.13,8.4312
1,147,45,0,642.25,1594.85,1409.96,553.09,47.8,520.92,8.4428
1,148,44,0,643.02,1590.03,1411.89,552.84,47.49,521.08,8.4276
1,149,43,0,642.9,1592.78,1410.7,552.54,47.83,521.13,8.4731
1,150,42,0,643.06,1589.01,1409.22,553.57,47.6,520.5,8.4726
1,151,41,0,642.82,1592.39,1411.94,552.41,47.58,520.94,8.4612
1,152,40,0,642.67,1598.6,1420.83,552.62,47.72,520.39,8.4572
1,153,39,0,642.99,1589.17,1414.56,552.68,47.74,520.69,8.4435
1,154,38,0,642.81,1597.03,1416.07,552.57,47.73,520.72,8.4794
1,155,37,0,642.83,1590.4,1414.89,552.89,47.61,521.23,8.4729
1,156,36,0,643.04,1585.61,1421.23,553.24,47.58,520.75,8.4432
1,157,35,0,642.2,1598.04,1412.47,552.32,47.72,520.94,8.4328
1,158,34,0,642.88,1596.82,1410.09,553.19,47.68,520.88,8.4368
1,159,33,0,642.89,1589.54,1420.37,552.18,47.76,520.65,8.4403
1,160,32,0,643.45,1590.65,1418.08,551.87,47.84,520.47,8.4433
1,161,31,0,643.0,1594.2,1417.31,552.8,47.77,520.47,8.4405
1,162,30,1,643.15,1592.22,1423.48,552.68,47.79,520.44,8.5015
1,163,29,1,642.85,1600.54,1421.09,552.41,47.89,520.3,8.5129
1,164,28,1,643.17,1598.96,1416.76,551.9,47.7,520.63,8.4803
1,165,27,1,642.76,1597.03,1408.09,552.79,47.89,520.69,8.4922
1,166,26,1,643.34,1596.72,1422.37,552.13,47.86,520.02,8.4663
1,167,25,1,643.02,1593.83,1414.72,552.57,47.85,520.49,8.4632
1,168,24,1,642.68,1591.19,1415.7,552.09,47.84,520.78,8.4925
1,169,23,1,643.2,1590.16,1418.05,552.71,47.88,520.44,8.4767
1,170,22,1,642.92,1592.71,1417.41,552.02,47.86,520.23,8.49
1,171,21,1,643.26,1592.06,1414.99,552.71,48.03,519.85,8.4922
1,172,20,1,643.33,1591.71,1413.73,551.69,48.07,520.54,8.4595
1,173,19,1,642.97,1590.69,1425.27,552.13,47.9,520.11,8.5091
1,174,18,1,642.64,1599.81,1422.58,552.32,48.0,520.22,8.4476
1,175,17,1,643.61,1603.29,1422.52,551.64,47.86,520.38,8.489
1,176,16,1,642.86,1592.27,1422.73,551.91,47.84,519.8,8.4853
1,177,15,1,643.79,1602.02,1423.99,551.93,48.03,520.24,8.4779
1,178,14,1,643.38,1605.33,1424.65,552.18,48.0,520.2,8.477
1,179,13,1,642.86,1592.56,1429.45,551.57,48.02,520.38,8.4947
1,180,12,1,643.58,1599.87,1417.14,552.91,47.85,519.84,8.4737
1,181,11,1,643.44,1596.71,1420.64,551.83,48.1,520.43,8.472
1,182,10,1,644.21,1602.08,1426.62,551.9,47.98,520.46,8.5158
1,183,9,1,643.24,1597.23,1419.03,551.38,48.03,520.05,8.5041
1,184,8,1,644.07,1605.44,1432.52,551.0,48.07,519.77,8.5133
1,185,7,1,643.8,1603.46,1424.4,551.64,48.15,519.82,8.4984
1,186,6,1,643.51,1595.16,1426.3,552.57,48.12,520.08,8.5227
1,187,5,1,643.32,1592.1,1427.27,551.08,48.23,519.53,8.5218
1,188,4,1,643.75,1602.38,1422.78,551.94,48.0,519.79,8.5207
1,189,3,1,644.18,1596.17,1428.01,550.7,48.08,519.58,8.5183
1,190,2,1,643.64,1599.22,1425.95,551.29,48.33,520.04,8.5223
1,191,1,1,643.34,1602.36,1425.77,550.92,48.15,519.57,8.5174
1,192,0,1,643.54,1601.41,1427.2,551.25,48.25,520.08,8.5113
2,1,286,0,641.89,1583.84,1391.28,554.53,46.93,522.33,8.3905
2,2,285,0,641.82,1587.05,1393.13,554.77,47.24,522.7,8.4167
2,3,284,0,641.55,1588.32,1398.96,555.14,47.22,522.58,8.3802
2,4,283,0,641.68,1584.15,1396.08,554.25,47.1,522.49,8.4018
2,5,282,0,641.73,1579.03,1402.52,555.12,47.25,522.27,8.3867
2,6,281,0,641.3,1577.5,1396.76,554.98,47.05,522.8,8.38
2,7,280,0,642.03,1587.49,1400.65,554.84,47.1,522.14,8.3941
2,8,279,0,642.55,1590.41,1395.39,554.65,47.2,522.77,8.3861
2,9,278,0,641.98,1581.99,1395.01,554.69,47.14,522.4,8.3868
2,10,277,0,641.99,1586.37,1394.86,554.63,47.21,521.99,8.3982
2,11,276,0,642.26,1589.21,1401.29,554.7,47.21,522.2,8.4188
2,12,275,0,641.64,1579.99,1401.9,554.57,47.13,521.94,8.3925
2,13,274,0,641.78,1586.77,1401.53,554.69,47.03,522.33,8.3742
2,14,273,0,641.66,1584.04,1395.46,554.47,47.12,523.07,8.3887
2,15,272,0,642.21,1579.84,1402.11,554.17,47.17,521.96,8.3704
2,16,271,0,641.81,1581.99,1393.46,554.53,47.24,522.49,8.3805
2,17,270,0,642.43,1583.58,1390.27,553.62,47.13,522.71,8.3714
2,18,269,0,641.95,1588.43,1400.25,554.83,47.22,522.92,8.4053
2,19,268,0,641.75,1576.84,1401.77,555.25,47.14,522.38,8.4035
2,20,267,0,642.34,1582.94,1394.38,554.64,47.14,522.54,8.3698
2,21,266,0,642.05,1579.51,1392.28,554.72,47.04,522.58,8.3954
2,22,265,0,642.16,1580.18,1397.67,554.35,47.17,521.73,8.3792
2,23,264,0,642.37,1580.89,1387.5,554.69,47.21,522.26,8.3937
2,24,263,0,641.99,1580.97,1398.67,553.5,47.15,522.25,8.3866
2,25,262,0,641.81,1585.38,1396.62,554.14,47.19,522.31,8.3959
2,26,261,0,641.87,1575.38,1392.3,554.03,47.12,522.8,8.3472
2,27,260,0,642.12,1585.44,1402.31,555.16,47.03,522.11,8.4077
2,28,259,0,642.04,1581.6,1397.45,554.77,46.99,522.68,8.3734
2,29,258,0,642.08,1583.78,1398.08,554.75,47.11,522.26,8.37
2,30,257,0,641.78,1590.32,1395.07,554.62,47.2,522.43,8.419
2,31,256,0,641.97,1579.86,1390.94,554.8,47.05,522.17,8.4393
2,32,255,0,641.58,1584.52,1391.11,554.56,47.12,522.54,8.3783
2,33,254,0,641.79,1585.17,1396.15,553.62,47.09,522.26,8.4102
2,34,253,0,642.12,1584.08,1394.24,555.09,47.22,522.64,8.4188
2,35,252,0,641.37,1575.73,1392.55,554.73,47.25,522.0,8.4164
2,36,251,0,641.27,1581.56,1397.13,554.59,47.21,522.32,8.3709
2,37,250,0,642.1,1585.63,1396.29,555.01,47.16,522.69,8.3609
2,38,249,0,642.22,1585.15,1397.75,554.21,47.22,522.13,8.4069
2,39,248,0,642.0,1585.69,1391.49,554.05,47.2,522.79,8.3755
2,40,247,0,642.02,1582.69,1398.38,554.07,47.22,522.3,8.401
2,41,246,0,642.41,1578.97,1398.74,554.34,47.26,522.22,8.3856
2,42,245,0,642.27,1579.21,1392.13,553.98,47.14,522.87,8.3449
2,43,244,0,642.02,1580.59,1391.6,554.14,47.08,522.9,8.4144
2,44,243,0,642.01,1584.33,1398.69,554.16,47.22,522.77,8.4087
2,45,242,0,642.05,1586.41,1397.6,554.2,47.17,522.27,8.3847
2,46,241,0,642.15,1575.45,1392.6,554.54,47.19,522.08,8.3994
2,47,240,0,642.4,1583.85,1396.46,554.96,47.03,522.73,8.3756
2,48,239,0,642.09,1586.71,1397.95,554.67,47.18,522.41,8.3821
2,49,238,0,642.85,1583.86,1396.5,554.04,47.18,522.83,8.4024
2,50,237,0,642.02,1577.86,1399.78,554.73,47.16,522.16,8.4042
2,51,236,0,642.03,1585.34,1393.06,555.02,47.03,522.34,8.3731
2,52,235,0,641.52,1588.48,1401.66,554.76,47.09,522.58,8.4064
2,53,234,0,642.0,1584.9,1397.09,554.33,46.98,522.73,8.411
2,54,233,0,641.58,1583.46,1405.33,554.42,47.1,522.48,8.4057
2,55,232,0,642.33,1585.59,1387.16,554.54,47.18,522.7,8.4077
2,56,231,0,641.84,1587.04,1388.97,554.72,47.03,522.1,8.393
2,57,230,0,642.5,1584.13,1389.62,553.87,47.17,521.98,8.4008
2,58,229,0,642.3,1582.93,1389.91,554.46,47.3,522.24,8.3731
2,59,228,0,642.48,1584.24,1397.95,554.6,47.17,522.78,8.4036
2,60,227,0,642.09,1584.57,1396.84,554.06,47.12,521.93,8.4003
2,61,226,0,642.41,1585.45,1399.71,555.08,47.09,522.69,8.4006
2,62,225,0,641.81,1577.87,1401.66,554.52,47.27,521.78,8.4193
2,63,224,0,641.91,1575.83,1395.05,554.63,47.17,522.15,8.3867
2,64,223,0,641.66,1581.65,1401.46,554.93,47.11,522.18,8.4144
2,65,222,0,641.7,1582.59,1395.4,554.28,47.34,522.52,8.4128
2,66,221,0,642.26,1584.6,1394.01,554.11,47.17,522.65,8.4121
2,67,220,0,642.17,1587.63,1395.44,554.99,46.96,522.58,8.3761
2,68,219,0,642.5,1577.16,1399.27,554.07,47.16,522.2,8.4141
2,69,218,0,642.73,1586.47,1399.73,554.35,47.33,522.21,8.4116
2,70,217,0,641.76,1593.24,1397.3,554.47,47.26,522.17,8.4118
2,71,216,0,642.39,1586.68,1403.09,555.01,47.24,522.02,8.3993
2,72,215,0,642.48,1583.11,1393.85,554.54,47.19,522.4,8.4012
2,73,214,0,641.73,1586.57,1400.98,554.41,47.15,522.95,8.3896
2,74,213,0,642.39,1584.04,1396.13,555.36,47.25,521.97,8.3932
2,75,212,0,641.64,1578.27,1390.64,555.45,47.09,522.54,8.3944
2,76,211,0,642.01,1586.91,1399.66,554.05,46.99,522.08,8.3629
2,77,210,0,641.97,1588.54,1395.38,554.06,46.95,522.36,8.4399
2,78,209,0,642.44,1587.2,1394.24,554.83,47.12,522.57,8.4018
2,79,208,0,641.62,1585.59,1398.51,554.19,47.23,522.26,8.3931
2,80,207,0,641.37,1588.33,1394.0,554.94,47.2,523.26,8.3889
2,81,206,0,641.72,1578.31,1390.12,555.25,47.25,522.62,8.4162
2,82,205,0,641.86,1587.24,1402.78,554.17,47.19,522.3,8.3428
2,83,204,0,641.73,1585.18,1398.81,554.18,47.13,523.13,8.3997
2,84,203,0,642.41,1586.46,1402.26,554.86,47.29,522.75,8.394
2,85,202,0,641.73,1588.31,1398.33,554.5,47.19,522.63,8.3954
2,86,201,0,641.85,1579.31,1399.12,554.51,47.27,522.26,8.3958
2,87,200,0,642.36,1582.64,1399.51,554.77,47.26,522.59,8.3952
2,88,199,0,642.23,1587.88,1398.17,554.71,47.04,522.62,8.3851
2,89,198,0,641.95,1584.62,1394.07,554.18,47.18,522.42,8.4143
2,90,197,0,642.06,1580.77,1405.34,554.1,47.21,522.04,8.3922
2,91,196,0,642.09,1583.57,1399.47,553.79,47.15,522.48,8.4026
2,92,195,0,642.36,1584.87,1399.17,554.28,47.13,522.45,8.3919
2,93,194,0,642.21,1591.68,1392.48,553.92,47.24,522.52,8.4005
2,94,193,0,642.1,1585.62,1395.39,554.53,47.38,522.74,8.4075
2,95,192,0,642.56,1579.26,1402.79,553.99,47.06,522.37,8.3773
2,96,191,0,642.42,1576.94,1399.59,554.4,47.07,521.66,8.3698
2,97,190,0,642.04,1586.12,1400.5,554.42,47.19,522.22,8.4202
2,98,189,0,641.73,1587.84,1401.08,554.57,47.21,522.92,8.4115
2,99,188,0,642.04,1585.48,1400.97,554.43,47.13,522.5,8.4179
2,100,187,0,642.04,1586.01,1402.72,554.48,47.21,522.01,8.4107
2,101,186,0,641.96,1582.66,1397.81,555.07,47.37,522.4,8.3835
2,102,185,0,642.44,1590.24,1407.05,554.44,47.19,522.05,8.4052
2,103,184,0,642.05,1587.75,1392.16,554.44,47.23,522.36,8.4148
2,104,183,0,642.41,1582.04,1397.31,554.91,47.26,522.18,8.4037
2,105,182,0,641.94,1585.65,1397.45,554.81,47.32,522.11,8.4056
2,106,181,0,641.87,1584.61,1402.62,553.96,47.32,522.11,8.3727
2,107,180,0,642.52,1581.7,1402.93,554.21,47.16,522.34,8.3723
2,108,179,0,642.24,1578.45,1396.25,554.29,47.23,522.27,8.3978
2,109,178,0,642.12,1590.41,1392.9,553.72,47.28,522.0,8.4061
2,110,177,0,642.29,1583.3,1398.47,554.5,47.31,522.27,8.3723
2,111,176,0,642.24,1576.85,1393.76,554.42,47.18,522.32,8.4437
2,112,175,0,642.49,1588.35,1397.2,554.33,47.37,522.23,8.4025
2,113,174,0,641.95,1584.21,1404.74,554.07,47.23,522.1,8.3994
2,114,173,0,642.13,1576.56,1397.05,555.1,47.19,522.13,8.4119
2,115,172,0,642.16,1583.27,1401.33,554.37,47.14,522.1,8.395
2,116,171,0,642.38,1577.87,1398.39,554.45,47.01,522.48,8.3895
2,117,170,0,641.97,1583.84,1395.4,554.6,47.23,522.39,8.4365
2,118,169,0,641.95,1580.49,1400.99,553.96,47.11,522.23,8.3735
2,119,168,0,642.67,1585.06,1401.87,554.32,47.24,522.21,8.4236
2,120,167,0,642.01,1589.61,1394.39,554.42,47.22,521.62,8.3666
2,121,166,0,642.04,1580.19,1391.52,554.51,47.28,522.31,8.4134
2,122,165,0,642.08,1585.52,1405.27,553.82,47.23,521.96,8.3783
2,123,164,0,642.11,1588.59,1403.23,554.31,47.21,522.14,8.3887
2,124,163,0,642.37,1583.12,1399.26,554.58,47.06,522.64,8.4049
2,125,162,0,642.71,1586.32,1397.94,554.81,47.31,522.23,8.4012
2,126,161,0,642.07,1587.45,1403.41,554.03,47.28,521.95,8.4243
2,127,160,0,642.26,1586.65,1400.81,554.08,47.21,522.2,8.4476
2,128,159,0,641.54,1592.2,1397.34,554.16,47.2,522.36,8.4098
2,129,158,0,641.66,1590.59,1400.25,554.6,47.23,522.19,8.3986
2,130,157,0,642.06,1584.83,1409.98,554.42,47.26,522.4,8.4145
2,131,156,0,641.96,1587.61,1394.26,554.88,47.36,522.37,8.4074
2,132,155,0,642.01,1586.66,1398.78,554.4,47.12,522.25,8.4102
2,133,154,0,642.84,1581.22,1393.87,554.21,47.18,521.71,8.4054
2,134,153,0,642.76,1586.44,1406.2,553.88,47.17,521.95,8.381
2,135,152,0,642.02,1580.12,1404.56,554.52,47.34,522.13,8.4108
2,136,151,0,642.06,1582.91,1402.67,554.5,47.09,521.86,8.3889
2,137,150,0,642.46,1585.36,1406.79,554.42,47.39,522.21,8.369
2,138,149,0,642.34,1585.19,1398.95,555.03,47.16,521.73,8.4125
2,139,148,0,642.63,1590.88,1400.87,554.24,47.3,522.61,8.3919
2,140,147,0,642.29,1593.7,1403.14,554.86,47.32,522.49,8.4243
2,141,146,0,642.07,1585.09,1403.25,554.7,47.43,522.5,8.4254
2,142,145,0,641.91,1586.41,1401.27,554.18,47.3,522.18,8.3936
2,143,144,0,642.31,1588.88,1400.49,554.05,47.3,521.73,8.423
2,144,143,0,642.02,1584.35,1401.21,553.96,47.32,522.11,8.3836
2,145,142,0,642.01,1582.72,1403.53,554.1,47.33,521.93,8.3967
2,146,141,0,642.52,1590.06,1405.09,554.25,47.3,522.0,8.4074
2,147,140,0,642.27,1588.78,1394.58,554.16,47.48,521.91,8.3896
2,148,139,0,642.65,1584.5,1398.3,554.32,47.31,522.57,8.4128
2,149,138,0,642.03,1587.88,1404.41,553.84,47.31,521.87,8.387
2,150,137,0,642.62,1585.43,1393.74,554.13,47.15,522.22,8.4175
2,151,136,0,642.54,1590.21,1398.31,553.66,47.33,522.28,8.4173
2,152,135,0,642.38,1583.49,1400.9,553.86,47.25,522.06,8.4123
2,153,134,0,641.96,1594.33,1397.52,553.78,47.29,521.82,8.4262
2,154,133,0,642.34,1591.3,1413.28,554.45,47.23,522.21,8.4161
2,155,132,0,642.17,1580.93,1397.45,553.84,47.23,521.91,8.4029
2,156,131,0,642.15,1578.73,1399.13,554.7,47.31,522.14,8.4075
2,157,130,0,642.04,1588.7,1400.63,553.71,47.45,522.25,8.4137
2,158,129,0,641.99,1586.95,1404.68,554.67,47.45,522.32,8.4324
2,159,128,0,641.81,1593.89,1399.71,553.7,47.26,522.2,8.4138
2,160,127,0,642.53,1585.65,1409.72,554.65,47.46,521.96,8.4012
2,161,126,0,642.08,1586.65,1396.32,554.18,47.19,521.96,8.4601
2,162,125,0,641.71,1588.83,1401.23,553.95,47.42,522.09,8.3739
2,163,124,0,642.88,1589.56,1396.2,553.96,47.29,521.55,8.3904
2,164,123,0,642.82,1588.23,1405.5,554.31,47.32,521.74,8.4304
2,165,122,0,642.17,1588.55,1402.96,553.71,47.39,522.28,8.4068
